,다듬을 말,원어,다듬은 말,제출 점수,의미/용례,sorted11 인덱스,원어_검색량,다듬은말_검색량,검색량_가산점
465,로드 쇼,road show(영),투자 설명회,5.0,【경제 분야에 한정】유가 증권을 발행하려는 회사가 투자자들을 대상으로 벌이는 설명회.<관련 예문>이△△ 대표는 중소기업 수출 촉진 투자 설명회(←로드쇼)를 개최해 약 180억 원의 상담 실적을 거뒀다고 밝혔다.,469,0.0,3.4482758620689653,4
466,마운틴 뷰,mountain view(영),산 전망,2.0,숙박업소 객실의 전망이 주로 산인 경우.,470,2.689655172413793,3.4482758620689653,3
467,"마이크로 블로그, 트위터","micro blog, twitter(영)",댓글나눔터,5.0,"단문 메시지를 이용하여 거리와 인종, 직업에 상관없이 여러 사람들과 소통할 수 있도록 한 작은 누리사랑방(블로그)(보기 1) 이용자들은 자신의 마이크로 블로그(트위터)에 간단한 멘트와 함께 스마터 플래닛 누리사랑방(블로그)의 모든 게시물의 주소를 보낼 수 있다. (보기 2) 최근 마이크로소프트, 에이치피와 같은 세계적인 기업과 에스케이 텔레콤, 케이티, 삼성과 같은 대기업들이 고객과의 소통의 도구로 마이크로 블로그(트위터)를 개설해 사용 중이다.",471,0.0,0.0,0
468,"바이백, 바이백 서비스","buyback, buyback service(영)","되사기, 도서 되사기",2.0,다 읽은 도서를 반납하면 정가 대비 최대 절반 가격의 예치금을 되돌려 받는 제도.<관련 예문>(1) 중고 서적에 대한 인식이 변화하면서 도서 되사기(←바이백 서비스)가 주목을 받고 있다. ※ 도서류가 아닐 때에도 ‘되사기(←바이백 서비스)’를 다듬은 말로 활용할 수 있다.      (2) ○○자동차는 중고차값을 보장해 주는 되사기(←바이백 서비스) 행사를 이달 말까지 실시한다고 한다.,472,0.0,0.0,0
469,베뉴,venue(영),"경기장, 행사장",5.0,"영어 사전의 의미로는 ‘장소’를 뜻하고, 올림픽과 스포츠  분야에서 ‘경기장’을 가리키며, 그 외에는 모임과 행사 분야에서 ‘행사장’으로 쓰도록 선정함.<관련 예문>우리 지역에 조성된 □□ 스키장은 선수들뿐만 아니라 관중들의 편의를 도모하는 경기장(←베뉴)의 역할을 할 수 있다.최근 작은 결혼식(←스몰 웨딩)을 위한 소규모 행사장(←베뉴)이 인기를 끌고 있다.",473,27.586206896551722,0.0,-2
470,뷰,view(영),전망,5.0,숙박업소에서 객실의 위치에 따라 보이는 경치.,474,86.41379310344827,47.58620689655172,0
471,스낵 컬처,snack culture(영),"짬 즐김 문화, 짬 소비문화",1.0,시공간의 제약을 덜 받고 스낵(과자)을 먹듯 5～15분의 짧은 시간에 즐길 수 있는 문화 콘텐츠.<관련 예문>요즘 자투리 문화(←스낵 컬처)를 즐기는 방법으로 스마트폰을 이용한 다양한 서비스가 등장하였다.,475,0.0,0.0,0
472,"스마트 모빌리티, 퍼스널 모빌리티","smart mobility, personal mobility(영)",1인 전동차,2.0,"전기 자전거, 전동 휠, 전동 킥보드 등 전력을 동력으로 한 차세대 개인용 이동 수단.<관련 예문>1인 전동차(←스마트 모빌리티/퍼스널 모빌리티)를 이용할 때에는 보호 장구를 항상 착용하여, 사고를 예방하도록 한다.",476,0.0,0.0,0
473,스모킹 건,smoking gun(영),결정적 증거,2.0,범죄ㆍ사건 따위를 해결하는 데 결정적으로 작용하는 확실한 증거.<관련 예문>오늘 ○○○ 사건이 해결된 데에는 내부 제보자가 밝힌 결정적 증거(←스모킹 건)가 큰 영향을 미쳤다.,477,30.344827586206897,0.0,-2
474,시티 뷰,city view(영),도시 전망,5.0,숙박업소 객실의 전망이 주로 도시인 경우.,478,36.0,0.0,-2
475,오션 뷰,ocean view(영),바다 전망,5.0,숙박업소 객실의 전망이 주로 바다인 경우.,479,5.448275862068965,3.4482758620689653,0
476,오픈 프라이머리,open primary(영),"국민 경선, 국민 경선제",2.0,투표자가 자기의 소속 정당을 밝히지 않고 투표할 수 있는 예비 선거. <관련 예문>민주주의의 토대를 다지고 새로운 인재를 투명하게 발굴하고자 국민 경선제(←오픈 프라이머리)를 도입했다.,480,7.655172413793103,0.0,-2
477,웨트 에이징,wet aging(영),습식 숙성,3.0,진공 포장을 통해 수분 증발을 차단해 촉촉한 상태로 숙성시키는 방식.<관련 예문>○○ 식품은 최근 건식 숙성(←드라이 에이징)과 습식 숙성(←웨트 에이징) 기술을 적용한 소고기 판매를 동시에 시작하였다.,481,0.0,0.0,0
478,이북,e-book(electronic book(영)),전자책,5.0,"컴퓨터, 이동용 기기 등의 화면에서 종이 대신 디지털 파일로 글을 읽을 수 있게 만든 전자 매체형 책.<관련 예문>전자책〔←이북(e-book)〕 보급이 늘어나면서, 언제 어디서나 책 읽기의 즐거움을 느낄 수 있게 되었다.",482,57.03448275862069,58.06896551724138,2
479,콘시어지,concierge(영),"총괄 안내, 총괄 안내인",3.0,"호텔에서 호텔 안내는 물론, 여행과 쇼핑까지 투숙객의 다양한 요구를 들어주는 서비스.<관련 예문>(1) 백화점과 호텔에서 실시되는 총괄 안내(←콘시어지) 서비스가 고객들의 이용 만족도를 높였다.(2) 총괄 안내인(←콘시어지)이 이번 투숙 기간에도 친절히 안내를 해 주어서 고마웠다.",483,0.0,0.0,0
480,클리어런스 세일,clearance sale(영),"재고 할인, 재고 할인 판매",5.0,재고 정리를 위한 판매를 뜻하는 것.<관련 예문>(1) 알뜰족들은 재고 할인 판매(←클리어런스 세일) 기간을 이용하여 제품을 구매하는 것을 추천한다. (2) ○○백화점은 오늘부터 일요일까지 딱 3일만 재고 할인(←클리어런스 세일)을 실시한다.,484,0.0,0.0,0
481,테스트 이벤트,test event(영),"시험 경기, 시험 행사",4.0,"올림픽과 스포츠 분야에서 쓰이는 ‘시험 경기’는 ‘선수단(임원진, 관련 단체나 업체 등)이 올림픽 및 패럴림픽 대회가 열리는 지역 및 경기장에서 대회를 미리 경험할 수 있도록 한 행사’를 가리키는 말. ‘시험 행사’는 그 외 모든 분야에서 쓸 수 있도록 선정함.<관련 예문> 지난해부터 약 25회 개최된 평창 동계 올림픽 시험 경기(←테스트 이벤트)에 많은 선수와 임원이 참가했다. 이번에 우리 연구실에서 개발한 화장품의 시험 행사(←테스트 이벤트)에 여러분을 초대합니다.",485,5.310344827586207,0.0,-2
482,피오피,P.O.P.(Point Of Purchase Advertising(영)),매장 광고,3.0,"소비자가 상품을 구입하는 가게 앞쪽, 가게 내부 등에 직접 게시되는 광고.<관련 예문>우리 가게에 이번에 새로 설치한 매장 광고(←피오피)로 매출을 많이 올릴 수 있었다.",486,37.241379310344826,4.896551724137931,-2
483,홈 퍼니싱,home furnishing(영),집 꾸미기,4.0,"가구, 인테리어 소품, 생활용품 등(가전제품은 제외)을 활용해 집안을 꾸미는 것<관련 예문>나만의 개성을 표출하는 다양한 방식이 시도되면서 나만의 집 꾸미기(←홈 퍼니싱)와 관련한 실내 장식 시장이 뜨거워지고 있다.",487,0.0,31.655172413793103,4
484,키치,kitsch,눈길끌기,2.0,"비전문적이고 대체로 저속하며, 대중적인 것이나 행위를 두루 가리켜 이르는 말",488,56.6551724137931,0.0,-2
485,레이싱 걸,racing girl,행사빛냄이,1.0,자동차 경주가 있을 때 관중 동원이나 홍보 효과를 높이기 위해서 동원되는 젊은 여성,489,15.620689655172415,0.0,-2
486,퍼스나콘,personacon,개성표현꼴,1.0,"블로그나 인터넷 카페에서 글을 올리면 글쓴이 이름 옆에 붙는 것인데, 주로 움직인다는 특징이 있는 것",490,0.0,0.0,0
487,(···)풀,pool(영),"(∙∙∙) 후보군, (∙∙∙)군, (∙∙∙) 명단",5.0,"이용 가능 인력   인재풀→인재후보군, 전문가풀→전문가후보군",491,0.0,0.0,0
488,무빙 스토어,moving store(영),이동 가게,1.0,이동가능한 조립형 컨테이너로 만든 문화 편의 시설.,492,0.0,0.0,0
489,서밋,summit(영),"회담, 정상 회담",3.0,"정상 회담이라는 뜻, 행사 이름으로도 자주 사용됨.",493,9.620689655172415,2.7586206896551726,-2
490,스트리트 마켓(영),street market(영),거리 가게,5.0,"장외 시장, 노상 가게",494,0.0,8.241379310344827,4
491,아이스 브레이킹,ice breaking(영),"어색함 풀기, 서먹함 깨기, 서먹함 풀기",4.0,"상호간 마음 열기, 친밀감 형성, 분위기 환기",495,31.344827586206897,0.0,-2
492,오픈 소스,open source(영),"공개 소스, 공개 자료",2.0,소스 프로그램이 공개되어 자유롭게 수정하고 재배포할 수 있는 프로그램. □□ 업체는 지난 2014년부터 자체 개발해 온 전자 우편 암호화 기술을 공개 소스(←오픈소스)로 완전히 전환한다고 밝혔다.,496,57.6551724137931,0.0,-2
493,인큐베이팅,incubating(영),"육성, 보육",3.0,미숙한 신생아를 키우듯 갓 창업한 소기업의 성장을 돕다.,497,22.896551724137932,0.0,-2
494,코칭,coaching(영),지도,5.0,지도하다.,498,0.9655172413793104,81.03448275862068,4
495,키 플레이어,key player(영),"핵심 인물, 핵심 인사",5.0,열쇠가 되는 핵심적인 사람.,499,25.448275862068964,0.0,-2
496,트리포트,tree pot(영),화분,4.0,수목 포트그른 표기: 트리팟,500,0.0,69.10344827586206,4
497,팀빌딩,team building(영),팀단합,1.0,"팀의 호흡을 맞추고, 같은 목표를 세우는 것",501,27.103448275862068,0.0,-2
498,파빌리온,pavilion(영),"전시관, 가설 건물",5.0,(공공 행사・전시회의) 가설 건물 (임시 구조물),502,38.93103448275862,0.0,-2
499,패밀리 사이트,family site(영),관련 누리집,5.0,관련 있는 누리집들.,503,12.689655172413794,0.0,-2
500,해커톤,hacking(영)+marathon(영),"끝장 마라톤 찾기, 끝장 마라톤 토론, 끝장 마라톤 대",2.0,"마라톤을 하듯 긴 시간 동안 결과물, 결과물 시제품을 완성하는 것.",504,32.758620689655174,0.0,-2
501,허브,hub(영),"중심, 중심지",2.0,중심이 되는 곳.,505,79.72413793103448,0.0,-2
502,그루빙,grooving,미끄럼방지 홈,4.0,NaN,506,3.6206896551724137,0.1724137931034483,-2
503,모바일ISP,mobile ISP,모바일 안전 결제 서비스,4.0,NaN,507,3.4482758620689653,0.0,-2
504,웰빙 타운,wellbeing-town,참살이 마을,3.0,NaN,508,3.4482758620689653,0.0,-2
505,키즈 카페,kids cafe,어린이 놀이방,2.0,NaN,509,38.86206896551724,0.9655172413793104,-2
506,그룹 엑서사이즈,G.X.(Group exercise(영)),그룹 운동,2.0,여러 명이 모여 함께 운동을 하는 것.<관련 예문>(1) 운동 방법을 잘 모르거나 혼자서는 동기 부여가 잘 되지 않는 사람들은 가까운 생활 체육 시설 등에서 운영하는 그룹 운동(←그룹 엑서사이즈)에 참여하면 처음의 운동 다짐을 오래 유지할 수 있다.(2) 우리 체력 단련 센터에 등록하시면 그룹 운동(←그룹 엑서사이즈)에 참여할 수 있는 혜택을 드립니다.,510,0.0,0.0,0
507,노키즈존,No kids zone(영),"어린이 제한, 어린이 제한 공간",5.0,어린이를 동반한 부모의 출입을 금지하는 매장<관련 예문>어린이 동반 출입을 제한하는 어린이 제한 (공간)(←노키즈존) 업소가 늘어나고 있어 이를 둘러싼 찬반 의견이 팽팽하다.,511,18.0,0.0,-2
508,데모데이,demoday(영),시연회,5.0,"어떤 계획을 실시할 예정인 날 이전에 먼저 행사를 진행하는 날<관련 예문>우리 기업은 연구 결과가 실제 산업으로 이어질 수 있도록 연구자와 투자자, 기업이 만나는 시연회(←데모데이)를 마련했다.",512,9.310344827586206,0.0,-2
509,디지털 도어록,digital doorlock(영),전자 잠금장치,4.0,잠긴 문을 열쇠로 여는 대신 비밀번호를 입력하거나 지문 또는 카드를 인식하여 문을 열 수 있는 잠금장치<관련 예문>전자 잠금장치(←디지털 도어록)는 자주 누르는 번호의 버튼이 닳아 외부인이 비밀번호를 알아낼 수 있기 때문에 자주 번호를 바꿔야 안전하다.,513,3.4482758620689653,0.0,-2
510,로드뷰,road view(영),거리 보기,1.0,길거리의 사진을 인터넷 브라우저를 통해서 3차원으로 보여주는 지도 서비스<관련 예문>요즘 대부분의 사람들은 처음 가 보는 약속 장소를 확인할 때 휴대전화로 거리 보기(←로드뷰)를 먼저 확인한다.,514,61.37931034482759,2.103448275862069,-2
511,루프톱,roof top(영),옥상,5.0,주로 호텔 등 고층 건물의 옥상<관련 예문>객실에서는 탁 트인 바다 전망을 볼 수 없어 아쉬웠지만 건물 꼭대기에 위치한 옥상(→루프톱) 바를 이용하면 아쉬움을 달랠 수 있다.,515,0.0,67.62068965517241,4
512,리무버,remover(영),"지움액, 화장 지움액",2.0,특정한 물질을 제거하기 위해 사용하는 전용 물질<관련 예문>화장을 매일 하는 여성들에게는 화장 지움액(←리무버) 사용은 매우 중요한데 이러한 제품을 사용하여도 화장 잔여물이 남아 있는 경우가 많다.,516,52.6551724137931,0.0,-2
513,비하인드 컷,behind cut(영),"미공개 장면, 미공개 영상",5.0,"특정한 목적으로 사진을 찍거나 영상을 찍을 때, 최종 선정되어 공개된 것이 아니라 공식적으로 공개되지 않은 사진이나 영상을 이르는 말.<관련 예문>(1) 얼마 전 흥행에 성공한 영화의 촬영 현장 미공개 장면(←비하인드 컷)이 공개되어 눈길을 끌고 있다.(2) 광고 모델 ○○○의 광고 촬영 미공개 영상(←비하인드 컷)이 공개되어 눈길을 끌고 있다.",517,3.4482758620689653,0.0,-2
514,선베드,sunbed(영),일광욕 의자,5.0,휴양지에서 누워서 일광욕을 즐길 수 있는 간이 의자 겸 침대<관련 예문>○○ 수영장에는 300여 개의 일광욕 의자(→선베드)가 설치되어 여유롭게 태닝을 할 수 있다.,518,0.0,0.0,0
515,소셜 다이닝,social dining(영),밥상모임,2.0,누리 소통망(SNS) 서비스를 통해 관심사가 비슷한 사람끼리 만나 식사를 즐기며 인간관계를 맺는 것을 가리키는 말.<관련 예문>(1) 최근 인터넷을 통해 모여 함께 식사를 하는 밥상모임(←소셜 다이닝)이 확산되고 있다.(2) 혼자 밥을 먹는 사람이 늘면서 그 반대 움직임으로 밥상모임(←소셜 다이닝)도 인기를 얻고 있다.,519,0.0,0.0,0
